,address
14670,"114.40,22.70"
14671,"113.97,22.63"
14672,"113.45,23.03"
14673,"113.19,23.09"
14674,"113.92,22.59"
14675,"113.26,23.24"
14676,"113.15,23.36"
14677,"113.16,23.45"
14678,"113.95,22.55"
14679,"113.32,23.42"
14680,"113.85,23.42"
14681,"113.65,22.67"
14682,"113.36,23.46"
14683,"113.49,22.84"
14684,"113.86,23.81"
14685,"113.50,22.73"
14686,"113.26,22.95"
14687,"113.49,22.93"
14688,"114.03,22.74"
14689,"113.56,23.56"
14690,"114.22,22.71"
14691,"113.36,23.36"
14692,"113.60,23.18"
14693,"113.60,23.52"
14694,"113.96,22.58"
14695,"113.37,23.18"
14696,"113.74,23.22"
14697,"113.76,22.69"
14698,"113.81,22.70"
14699,"113.33,23.56"
14700,"113.09,23.38"
14701,"113.82,22.71"
14702,"113.85,23.19"
14703,"113.91,22.48"
14704,"113.67,22.28"
14705,"113.72,23.49"
14706,"113.67,23.22"
14707,"113.50,23.21"
14708,"113.63,22.62"
14709,"113.32,23.48"
14710,"113.25,23.51"
14711,"113.40,23.05"
14712,"114.30,22.75"
14713,"113.87,22.51"
14714,"113.32,23.62"
14715,"113.56,23.15"
14716,"114.50,22.52"
14717,"113.50,23.65"
14718,"113.62,22.54"
14719,"113.82,23.25"
14720,"113.52,23.58"
14721,"113.96,22.52"
14722,"113.91,23.77"
14723,"113.33,23.13"
14724,"114.10,22.59"
14725,"113.43,23.61"
14726,"113.52,23.60"
14727,"113.66,23.23"
14728,"113.53,22.96"
14729,"113.33,23.34"
14730,"113.50,22.79"
14731,"113.82,22.79"
14732,"113.88,22.75"
14733,"113.41,22.89"
14734,"114.28,22.72"
14735,"113.33,22.94"
14736,"114.11,22.63"
14737,"114.45,22.60"
14738,"113.20,23.44"
14739,"113.89,22.57"
14740,"113.99,22.73"
14741,"113.24,23.38"
14742,"113.60,22.67"
14743,"113.64,23.52"
14744,"113.64,23.58"
14745,"113.72,23.22"
14746,"113.46,22.80"
14747,"113.40,23.44"
14748,"113.63,23.15"
14749,"113.74,23.23"
14750,"113.50,22.84"
14751,"114.05,22.63"
14752,"113.34,23.19"
14753,"113.38,22.84"
14754,"114.11,22.69"
14755,"113.22,23.11"
14756,"113.94,22.61"
14757,"113.18,23.34"
14758,"113.36,23.14"
14759,"113.59,23.55"
14760,"113.32,23.01"
14761,"113.81,23.28"
14762,"113.18,23.31"
14763,"113.90,22.47"
14764,"113.48,23.08"
14765,"113.94,22.69"
14766,"113.25,22.98"
14767,"113.39,23.05"
14768,"113.09,23.44"
14769,"113.56,22.70"
14770,"113.50,23.01"
14771,"113.79,23.37"
14772,"113.18,23.43"
14773,"113.85,23.21"
14774,"114.05,22.62"
14775,"113.40,23.28"
14776,"114.21,22.76"
14777,"113.55,23.10"
14778,"113.53,23.58"
14779,"113.35,23.37"
14780,"113.02,23.39"
14781,"113.39,23.34"
14782,"113.33,22.83"
14783,"113.58,23.11"
14784,"113.19,23.38"
14785,"113.14,23.40"
14786,"113.45,22.99"
14787,"113.48,23.23"
14788,"113.18,23.40"
14789,"113.32,22.91"
14790,"113.62,23.16"
14791,"113.62,23.39"
14792,"113.73,23.20"
14793,"113.90,22.77"
14794,"114.09,22.61"
14795,"113.32,22.82"
14796,"113.66,23.33"
14797,"113.25,23.01"
14798,"114.52,22.51"
14799,"113.21,23.45"
14800,"114.31,22.75"
14801,"113.52,23.18"
14802,"114.09,22.64"
14803,"113.36,23.01"
14804,"113.48,23.44"
14805,"113.62,23.15"
14806,"113.87,22.76"
14807,"114.43,22.63"
14808,"113.42,23.01"
14809,"113.63,23.18"
14810,"113.85,22.78"
14811,"113.70,23.72"
14812,"114.30,22.80"
14813,"114.17,22.56"
14814,"113.39,23.21"
14815,"113.31,23.19"
14816,"113.77,23.63"
14817,"114.28,22.61"
14818,"113.84,23.29"
14819,"113.51,23.37"
14820,"113.34,23.46"
14821,"113.41,22.87"
14822,"113.89,23.41"
14823,"113.39,23.22"
14824,"114.04,22.71"
14825,"113.46,23.44"
14826,"113.57,22.78"
14827,"113.36,23.57"
14828,"113.76,23.21"
14829,"113.31,23.35"
14830,"113.98,22.54"
14831,"113.28,23.26"
14832,"113.61,23.12"
14833,"113.40,22.82"
14834,"113.20,23.24"
14835,"113.44,23.05"
14836,"114.31,22.76"
14837,"113.28,23.20"
14838,"113.98,22.65"
14839,"113.45,23.27"
14840,"113.61,23.57"
14841,"113.31,23.03"
14842,"113.33,23.47"
14843,"113.78,23.32"
14844,"113.87,23.30"
14845,"114.10,22.65"
14846,"113.30,23.16"
14847,"113.48,23.19"
14848,"113.72,23.71"
14849,"114.58,22.49"
14850,"114.21,22.67"
14851,"113.88,23.22"
14852,"113.18,23.48"
14853,"113.38,22.91"
14854,"113.88,22.69"
14855,"113.86,22.74"
14856,"113.39,22.87"
14857,"113.29,22.94"
14858,"114.22,22.63"
14859,"113.53,22.70"
14860,"113.31,22.92"
14861,"113.24,23.58"
14862,"113.17,23.31"
14863,"113.45,22.78"
14864,"113.44,23.45"
14865,"113.31,23.12"
14866,"114.06,22.58"
14867,"113.36,22.98"
14868,"113.37,23.16"
14869,"113.46,22.77"
14870,"113.43,23.37"
14871,"113.16,23.48"
14872,"113.83,23.16"
14873,"113.62,23.20"
14874,"114.08,22.72"
14875,"113.55,23.60"
14876,"113.77,22.73"
14877,"113.78,22.51"
14878,"114.00,22.71"
14879,"113.73,23.27"
14880,"113.60,22.76"
14881,"114.35,22.64"
14882,"113.91,22.58"
14883,"113.33,22.88"
14884,"113.28,22.96"
14885,"113.75,23.58"
14886,"113.48,23.60"
14887,"113.14,23.38"
14888,"113.39,23.38"
14889,"113.46,23.64"
14890,"113.39,23.15"
14891,"114.32,22.74"
14892,"113.48,23.03"
14893,"114.10,22.57"
14894,"113.77,22.70"
14895,"113.90,22.80"
14896,"113.60,22.31"
14897,"113.25,23.25"
14898,"113.22,23.05"
14899,"114.36,22.62"
14900,"113.91,23.48"
14901,"113.41,22.79"
14902,"113.21,23.07"
14903,"113.44,23.10"
14904,"113.87,22.81"
14905,"114.29,22.63"
14906,"113.58,23.13"
14907,"113.58,22.77"
14908,"114.43,22.64"
14909,"113.46,22.78"
14910,"114.57,22.50"
14911,"113.45,23.04"
14912,"113.33,23.14"
14913,"113.39,23.20"
14914,"113.47,23.66"
14915,"113.59,23.28"
14916,"113.13,23.49"
14917,"114.14,22.64"
14918,"114.52,22.47"
14919,"113.37,23.07"
14920,"114.41,22.65"
14921,"113.73,23.49"
14922,"113.85,22.83"
14923,"113.87,22.49"
14924,"113.34,22.90"
14925,"113.66,23.17"
14926,"113.49,23.46"
14927,"113.86,22.39"
14928,"113.94,22.59"
14929,"113.61,23.26"
14930,"113.98,22.67"
14931,"114.06,22.55"
14932,"113.32,23.32"
14933,"113.57,22.75"
14934,"113.64,23.30"
14935,"113.84,22.75"
14936,"113.85,22.74"
14937,"113.36,23.26"
14938,"113.48,22.85"
14939,"113.99,22.72"
14940,"114.36,22.66"
14941,"113.30,23.02"
14942,"113.02,23.42"
14943,"114.17,22.61"
14944,"114.51,22.52"
14945,"113.83,23.25"
14946,"113.20,23.29"
14947,"114.37,22.62"
14948,"114.46,22.57"
14949,"113.39,23.71"
14950,"113.86,23.22"
14951,"113.54,22.77"
14952,"114.32,22.72"
14953,"113.30,23.19"
14954,"113.66,23.22"
14955,"113.28,22.90"
14956,"113.32,23.39"
14957,"113.44,23.30"
14958,"114.32,22.75"
14959,"112.99,23.47"
14960,"113.66,23.20"
14961,"113.30,23.39"
14962,"113.41,23.59"
14963,"113.52,22.72"
14964,"113.81,22.75"
14965,"113.49,23.18"
14966,"113.63,23.49"
14967,"113.57,23.15"
14968,"113.38,23.11"
14969,"113.50,22.80"
14970,"113.35,22.88"
14971,"113.61,22.55"
14972,"113.44,23.47"
14973,"113.68,23.23"
14974,"113.86,22.72"
14975,"114.13,22.54"
14976,"113.91,22.74"
14977,"113.37,23.38"
14978,"113.09,23.34"
14979,"114.30,22.73"
14980,"113.73,23.31"
14981,"114.22,22.73"
14982,"113.33,23.29"
14983,"113.94,22.67"
14984,"113.16,23.42"
14985,"114.33,22.81"
14986,"113.26,23.06"
14987,"113.21,23.49"
14988,"113.66,22.65"
14989,"113.83,22.77"
14990,"113.42,22.89"
14991,"113.67,23.65"
14992,"113.63,23.62"
14993,"113.43,23.67"
14994,"114.13,22.59"
14995,"113.32,23.24"
14996,"113.06,23.47"
14997,"113.51,23.07"
14998,"113.87,22.60"
14999,"113.38,22.88"
15000,"114.22,22.74"
15001,"114.21,22.66"
15002,"113.39,23.46"
15003,"113.51,22.93"
15004,"113.55,23.61"
15005,"113.63,23.60"
15006,"114.36,22.73"
15007,"113.98,22.59"
15008,"114.12,22.70"
15009,"114.01,22.55"
15010,"113.74,23.28"
15011,"113.47,22.97"
15012,"113.81,23.16"
15013,"113.49,22.72"
15014,"113.52,22.95"
15015,"113.53,23.11"
15016,"113.54,22.88"
15017,"113.75,23.18"
15018,"113.88,22.54"
15019,"113.36,22.94"
15020,"113.97,22.68"
15021,"113.89,23.42"
15022,"113.15,23.40"
15023,"113.51,22.97"
15024,"113.43,23.27"
15025,"113.80,23.76"
15026,"113.36,23.43"
15027,"114.23,22.65"
15028,"113.21,23.30"
15029,"113.35,22.92"
15030,"113.57,23.21"
15031,"113.25,23.40"
15032,"113.42,23.26"
15033,"113.89,23.22"
15034,"113.43,22.78"
15035,"113.25,23.50"
15036,"113.30,23.56"
15037,"113.52,22.78"
15038,"113.39,22.96"
15039,"113.40,23.01"
15040,"113.86,23.23"
15041,"113.38,22.96"
15042,"114.24,22.58"
15043,"113.78,23.57"
15044,"113.75,23.21"
15045,"113.46,23.26"
15046,"113.41,23.24"
15047,"113.38,23.01"
15048,"113.40,23.11"
15049,"114.53,22.57"
15050,"113.76,23.15"
15051,"114.02,22.61"
15052,"113.51,23.16"
15053,"113.94,22.72"
15054,"113.63,23.58"
15055,"113.47,23.53"
15056,"114.17,22.60"
15057,"113.43,23.03"
15058,"113.78,23.26"
15059,"113.57,23.18"
15060,"113.84,22.58"
15061,"113.41,22.90"
15062,"113.83,23.38"
15063,"113.22,23.17"
15064,"114.05,22.69"
15065,"113.83,23.33"
15066,"113.81,23.46"
15067,"113.42,23.56"
15068,"113.45,23.19"
15069,"113.35,23.42"
15070,"113.29,23.08"
15071,"113.84,22.61"
15072,"114.34,22.67"
15073,"113.31,23.08"
15074,"113.25,23.28"
15075,"113.51,22.94"
15076,"114.20,22.70"
15077,"113.51,23.25"
15078,"113.58,23.58"
15079,"113.53,23.34"
15080,"113.58,22.75"
15081,"113.85,22.81"
15082,"113.42,23.39"
15083,"113.39,22.79"
15084,"113.41,23.04"
15085,"114.14,22.61"
15086,"113.91,22.55"
15087,"113.64,23.11"
15088,"114.05,22.54"
15089,"113.59,23.12"
15090,"113.38,22.79"
15091,"113.38,22.97"
15092,"113.19,23.46"
15093,"113.77,23.48"
15094,"113.24,23.52"
15095,"113.88,23.42"
15096,"114.01,23.88"
15097,"113.18,23.15"
15098,"113.30,23.43"
15099,"113.34,23.15"
15100,"113.87,22.83"
15101,"113.92,22.65"
15102,"113.37,22.95"
15103,"113.77,23.27"
15104,"113.85,22.70"
15105,"113.26,23.21"
15106,"114.32,22.78"
15107,"113.63,22.26"
15108,"113.43,22.96"
15109,"113.25,23.21"
15110,"113.18,23.37"
15111,"114.06,22.59"
15112,"114.11,22.68"
15113,"113.54,23.21"
15114,"113.46,22.90"
15115,"114.08,22.74"
15116,"113.64,23.63"
15117,"113.45,23.15"
15118,"113.92,22.77"
15119,"114.04,22.76"
15120,"113.98,22.71"
15121,"113.40,23.46"
15122,"113.53,23.07"
15123,"113.30,23.37"
15124,"113.50,23.26"
15125,"113.31,23.49"
15126,"113.64,23.19"
15127,"113.85,22.61"
15128,"113.52,23.28"
15129,"113.65,23.22"
15130,"113.99,22.76"
15131,"113.49,23.43"
15132,"113.50,23.38"
15133,"113.26,23.15"
15134,"114.28,22.78"
15135,"113.61,23.13"
15136,"113.51,22.79"
15137,"113.21,23.47"
15138,"113.77,23.15"
15139,"113.32,23.27"
15140,"113.86,22.73"
15141,"113.26,23.23"
15142,"113.46,23.46"
15143,"113.35,22.87"
15144,"113.43,22.88"
15145,"113.50,23.61"
15146,"113.48,23.22"
15147,"113.82,23.15"
15148,"113.39,22.78"
15149,"114.49,22.56"
15150,"114.16,22.56"
15151,"113.46,23.15"
15152,"113.58,22.73"
15153,"113.57,23.11"
15154,"113.74,23.69"
15155,"113.37,23.20"
15156,"113.59,22.76"
15157,"113.26,23.10"
15158,"113.35,23.01"
15159,"113.90,22.52"
15160,"114.47,22.61"
15161,"113.33,23.17"
15162,"113.39,22.99"
15163,"113.92,22.64"
15164,"113.58,22.37"
15165,"113.28,23.56"
15166,"113.04,23.43"
15167,"113.74,23.39"
15168,"113.65,22.40"
15169,"113.45,23.08"
15170,"113.84,23.71"
15171,"113.59,22.80"
15172,"113.75,23.50"
15173,"113.55,23.31"
15174,"114.27,22.76"
15175,"113.09,23.47"
15176,"113.28,23.19"
15177,"114.47,22.60"
15178,"113.42,22.87"
15179,"113.41,22.86"
15180,"114.17,22.57"
15181,"113.61,22.23"
15182,"113.35,23.02"
15183,"113.59,22.29"
15184,"113.87,22.72"
15185,"113.33,22.99"
15186,"113.68,23.16"
15187,"113.21,23.25"
15188,"113.09,23.33"
15189,"113.31,23.05"
15190,"113.61,23.27"
15191,"113.57,23.27"
15192,"113.34,22.99"
15193,"113.39,23.11"
15194,"113.37,23.13"
15195,"113.86,22.61"
15196,"113.34,23.22"
15197,"113.94,22.60"
15198,"113.88,22.55"
15199,"114.11,22.65"
15200,"114.12,22.61"
15201,"114.18,22.64"
15202,"113.52,22.73"
15203,"113.26,23.41"
15204,"113.43,23.33"
15205,"114.28,22.77"
15206,"113.59,22.24"
15207,"114.11,22.72"
15208,"113.40,23.17"
15209,"113.37,23.08"
15210,"114.10,22.70"
15211,"114.49,22.54"
15212,"113.35,23.45"
15213,"113.57,23.24"
15214,"113.34,22.94"
15215,"113.15,23.49"
15216,"113.25,23.42"
15217,"113.59,23.19"
15218,"113.36,23.10"
15219,"114.29,22.79"
15220,"113.52,23.53"
15221,"113.62,22.25"
15222,"114.00,22.67"
15223,"113.40,23.10"
15224,"113.36,23.48"
15225,"113.49,23.37"
15226,"113.93,22.60"
15227,"113.54,22.80"
15228,"113.97,22.54"
15229,"113.64,23.57"
15230,"113.36,23.11"
15231,"114.54,22.56"
15232,"113.25,23.17"
15233,"114.10,22.56"
15234,"113.27,23.23"
15235,"113.49,23.16"
15236,"114.24,22.71"
15237,"113.30,23.23"
15238,"113.34,23.43"
15239,"113.88,22.57"
15240,"113.18,23.36"
15241,"113.76,22.71"
15242,"114.27,22.67"
15243,"113.19,23.34"
15244,"113.37,23.35"
15245,"113.50,23.37"
15246,"113.30,23.48"
15247,"114.31,22.78"
15248,"113.94,22.55"
15249,"113.38,23.40"
15250,"113.61,22.64"
15251,"113.45,23.58"
15252,"113.81,22.64"
15253,"113.93,23.78"
15254,"113.83,23.42"
15255,"113.33,23.20"
15256,"113.80,22.59"
15257,"113.39,23.30"
15258,"113.22,23.42"
15259,"113.76,23.28"
15260,"113.29,23.47"
15261,"113.59,23.21"
15262,"113.65,22.68"
15263,"113.49,22.85"
15264,"113.17,23.46"
15265,"113.35,23.33"
15266,"113.31,22.98"
15267,"113.67,23.16"
15268,"113.67,23.66"
15269,"113.25,23.15"
15270,"113.90,22.82"
15271,"114.53,22.47"
15272,"113.77,22.69"
15273,"113.63,23.12"
15274,"113.21,23.20"
15275,"113.34,23.45"
15276,"113.44,23.08"
15277,"113.48,23.28"
15278,"114.22,22.75"
15279,"113.66,22.68"
15280,"113.59,23.14"
15281,"113.86,23.21"
15282,"114.27,22.75"
15283,"113.33,23.36"
15284,"113.29,23.35"
15285,"114.15,22.59"
15286,"113.78,23.13"
15287,"113.40,22.80"
15288,"113.60,23.33"
15289,"113.19,23.49"
15290,"114.21,22.60"
15291,"114.05,22.71"
15292,"113.23,23.16"
15293,"113.86,23.73"
15294,"114.07,22.57"
15295,"113.42,23.16"
15296,"113.54,22.79"
15297,"114.50,22.66"
15298,"113.84,22.77"
15299,"113.35,23.11"
15300,"113.96,22.77"
15301,"114.30,22.78"
15302,"113.94,22.80"
15303,"114.18,22.59"
15304,"114.28,22.60"
15305,"113.45,23.45"
15306,"113.57,22.23"
15307,"113.38,22.99"
15308,"113.41,22.91"
15309,"113.58,23.53"
15310,"113.45,22.90"
15311,"114.38,22.72"
15312,"113.29,23.46"
15313,"113.44,23.41"
15314,"114.09,22.56"
15315,"113.39,23.19"
15316,"113.46,23.11"
15317,"113.96,22.68"
15318,"113.54,22.65"
15319,"113.36,23.00"
15320,"114.54,22.57"
15321,"113.41,23.63"
15322,"113.34,23.39"
15323,"114.19,22.59"
15324,"113.11,23.38"
15325,"113.73,22.28"
15326,"113.86,22.69"
15327,"113.88,23.44"
15328,"113.44,23.21"
15329,"113.87,22.78"
15330,"113.14,23.47"
15331,"113.57,23.54"
15332,"113.89,22.51"
15333,"113.32,23.33"
15334,"113.32,23.12"
15335,"113.18,23.27"
15336,"113.78,23.24"
15337,"114.09,22.73"
15338,"113.39,23.43"
15339,"113.32,23.34"
15340,"113.31,23.30"
15341,"113.32,22.89"
15342,"113.20,23.16"
15343,"113.47,22.88"
15344,"113.53,23.60"
15345,"113.24,23.44"
15346,"113.33,23.18"
15347,"114.36,22.77"
15348,"113.48,23.16"
15349,"113.55,23.33"
15350,"113.90,22.62"
15351,"113.22,23.52"
15352,"113.52,23.39"
15353,"113.45,23.11"
15354,"113.85,23.23"
15355,"113.60,23.41"
15356,"113.84,22.78"
15357,"114.27,22.74"
15358,"113.50,22.88"
15359,"113.19,23.15"
15360,"114.33,22.75"
15361,"113.28,23.44"
15362,"113.79,22.71"
15363,"113.50,23.40"
15364,"113.42,23.41"
15365,"113.95,22.80"
15366,"113.45,23.41"
15367,"113.52,23.13"
15368,"114.50,22.53"
15369,"113.81,22.76"
15370,"113.47,22.95"
15371,"113.47,23.14"
15372,"113.41,22.84"
15373,"113.34,22.86"
15374,"113.34,23.14"
15375,"113.87,22.71"
15376,"113.33,23.37"
15377,"114.01,22.69"
15378,"113.37,22.93"
15379,"114.11,22.54"
15380,"113.22,23.09"
15381,"114.22,22.62"
15382,"113.50,23.14"
15383,"113.77,23.61"
15384,"113.81,22.73"
15385,"113.39,23.17"
15386,"113.42,23.38"
15387,"113.55,22.88"
15388,"113.21,23.29"
15389,"114.03,22.65"
15390,"113.44,23.20"
15391,"113.53,23.33"
15392,"113.96,22.55"
15393,"113.84,23.73"
15394,"114.10,22.62"
15395,"113.89,22.52"
15396,"113.62,22.27"
15397,"113.23,23.20"
15398,"113.10,23.39"
15399,"113.60,23.12"
15400,"113.90,23.44"
15401,"113.62,23.24"
15402,"113.25,23.22"
15403,"113.46,22.97"
15404,"113.48,23.21"
15405,"113.37,23.37"
15406,"113.26,23.02"
15407,"113.36,23.29"
15408,"113.25,23.04"
15409,"113.30,23.44"
15410,"113.52,22.87"
15411,"113.85,23.55"
15412,"113.17,23.40"
15413,"113.13,23.35"
15414,"114.05,22.56"
15415,"113.26,23.19"
15416,"113.38,23.31"
15417,"113.31,23.14"
15418,"114.05,22.66"
15419,"113.45,23.38"
15420,"113.72,23.21"
15421,"114.32,22.80"
15422,"113.31,23.15"
15423,"114.07,22.54"
15424,"113.51,23.18"
15425,"113.38,23.17"
15426,"113.88,22.64"
15427,"113.75,23.17"
15428,"113.40,23.19"
15429,"113.90,23.90"
15430,"113.30,22.91"
15431,"114.26,22.71"
15432,"113.25,23.06"
15433,"113.93,23.84"
15434,"114.07,22.65"
15435,"113.21,23.28"
15436,"113.80,22.75"
15437,"113.51,23.06"
15438,"113.30,23.00"
15439,"113.33,23.49"
15440,"113.36,22.97"
15441,"113.38,23.32"
15442,"113.90,23.50"
15443,"113.51,23.09"
15444,"113.47,23.03"
15445,"113.05,23.45"
15446,"113.79,22.75"
15447,"113.74,23.24"
15448,"113.68,23.18"
15449,"113.75,22.71"
15450,"113.67,23.19"
15451,"113.69,23.62"
15452,"113.54,23.60"
15453,"113.41,23.20"
15454,"113.28,23.50"
15455,"113.30,22.97"
15456,"113.46,23.09"
15457,"113.21,23.34"
15458,"113.44,23.00"
15459,"113.33,22.92"
15460,"113.94,22.50"
15461,"113.60,23.22"
15462,"113.29,23.41"
15463,"114.02,22.54"
15464,"113.74,23.21"
15465,"114.15,22.58"
15466,"113.38,23.06"
15467,"113.94,22.56"
15468,"113.65,23.13"
15469,"113.55,23.13"
15470,"113.29,22.96"
15471,"113.95,22.53"
15472,"113.82,23.21"
15473,"113.78,23.18"
15474,"113.22,23.50"
15475,"113.72,23.16"
15476,"114.00,22.75"
15477,"113.26,23.39"
15478,"113.23,23.25"
15479,"113.71,23.69"
15480,"113.26,23.11"
15481,"113.89,22.59"
15482,"113.75,23.20"
15483,"113.59,22.72"
15484,"113.92,22.56"
15485,"113.52,23.25"
15486,"113.54,23.41"
15487,"113.45,23.18"
15488,"113.93,22.73"
15489,"113.25,23.43"
15490,"113.48,23.26"
15491,"113.68,23.55"
15492,"113.53,23.15"
15493,"113.26,23.40"
15494,"113.02,23.41"
15495,"113.35,23.14"
15496,"114.14,22.60"
15497,"114.00,22.60"
15498,"113.58,22.78"
15499,"113.12,23.36"
15500,"113.54,23.14"
15501,"113.55,22.82"
15502,"113.36,23.17"
15503,"113.28,23.15"
15504,"113.92,22.50"
15505,"113.67,23.18"
15506,"113.54,23.36"
15507,"113.05,23.29"
15508,"113.74,23.76"
15509,"113.97,22.70"
15510,"113.64,22.71"
15511,"113.94,22.64"
15512,"113.91,22.53"
15513,"113.26,23.09"
15514,"113.82,22.72"
15515,"113.32,23.26"
15516,"114.09,22.70"
15517,"113.97,22.62"
15518,"113.11,23.34"
15519,"113.52,23.07"
15520,"113.54,23.56"
15521,"113.23,23.47"
15522,"113.86,23.28"
15523,"113.25,23.13"
15524,"113.43,23.16"
15525,"114.36,22.76"
15526,"114.02,22.69"
15527,"113.32,23.47"
15528,"114.40,22.69"
15529,"113.57,23.44"
15530,"113.31,23.28"
15531,"113.54,23.07"
15532,"114.15,22.54"
15533,"113.56,22.23"
15534,"114.05,22.58"
15535,"113.30,23.28"
15536,"113.63,22.60"
15537,"113.85,22.76"
15538,"113.26,23.38"
15539,"113.44,23.16"
15540,"113.76,23.60"
15541,"114.01,22.66"
15542,"113.36,23.42"
15543,"113.50,22.75"
15544,"113.44,23.24"
15545,"114.08,22.62"
15546,"113.36,23.25"
15547,"113.56,23.51"
15548,"114.04,22.57"
15549,"113.25,23.27"
15550,"113.13,23.47"
15551,"113.30,23.32"
15552,"113.87,22.77"
15553,"113.32,23.23"
15554,"114.30,22.59"
15555,"113.38,23.10"
15556,"113.88,23.41"
15557,"113.25,23.05"
15558,"113.55,23.25"
15559,"113.93,22.51"
15560,"113.92,22.62"
15561,"113.25,23.00"
15562,"113.22,23.26"
15563,"113.56,22.67"
15564,"113.55,23.30"
15565,"113.27,23.27"
15566,"113.12,23.45"
15567,"113.18,23.46"
15568,"113.58,23.54"
15569,"113.45,22.82"
15570,"114.00,22.55"
15571,"113.21,23.19"
15572,"113.84,23.14"
15573,"114.16,22.59"
15574,"114.07,22.56"
15575,"113.25,23.30"
15576,"113.12,23.34"
15577,"113.32,23.06"
15578,"114.15,22.63"
15579,"113.74,23.19"
15580,"114.24,22.75"
15581,"113.63,23.13"
15582,"113.79,23.75"
15583,"113.86,23.71"
15584,"113.86,23.25"
15585,"113.84,22.59"
15586,"114.50,22.60"
15587,"113.43,23.41"
15588,"113.21,23.38"
15589,"113.44,23.02"
15590,"114.52,22.54"
15591,"113.53,22.73"
15592,"113.31,23.36"
15593,"113.17,23.48"
15594,"114.43,22.60"
15595,"113.44,23.36"
15596,"114.48,22.55"
15597,"113.93,22.55"
15598,"114.23,22.69"
15599,"113.27,23.44"
15600,"113.28,23.32"
15601,"113.86,22.65"
15602,"113.31,23.41"
15603,"113.36,23.59"
15604,"113.35,23.23"
15605,"113.31,23.38"
15606,"113.20,23.33"
15607,"113.46,23.40"
15608,"113.19,23.24"
15609,"114.28,22.67"
15610,"113.30,22.86"
15611,"113.48,23.51"
15612,"113.40,23.16"
15613,"113.41,23.27"
15614,"113.50,23.27"
15615,"114.11,22.67"
15616,"113.54,22.76"
15617,"113.96,22.80"
15618,"113.61,22.66"
15619,"113.80,23.20"
15620,"114.22,22.78"
15621,"113.84,22.52"
15622,"114.02,22.56"
15623,"113.26,23.30"
15624,"113.59,23.53"
15625,"114.35,22.60"
15626,"114.18,22.56"
15627,"113.24,23.50"
15628,"114.33,22.64"
15629,"113.30,23.18"
15630,"113.18,23.49"
15631,"113.75,23.76"
15632,"113.55,23.11"
15633,"113.21,23.22"
15634,"113.99,22.64"
15635,"113.25,23.35"
15636,"113.60,23.59"
15637,"114.21,22.68"
15638,"113.82,23.20"
15639,"113.63,22.57"
15640,"113.52,22.97"
15641,"113.52,22.88"
15642,"113.41,23.21"
15643,"113.13,23.37"
15644,"113.83,22.64"
15645,"113.31,23.24"
15646,"113.34,23.06"
15647,"113.59,23.18"
15648,"114.06,22.62"
15649,"113.50,23.47"
15650,"113.64,22.26"
15651,"113.35,23.26"
15652,"113.26,23.13"
15653,"113.47,22.80"
15654,"113.50,22.93"
15655,"113.76,22.73"
15656,"113.61,23.35"
15657,"113.85,22.65"
15658,"113.77,22.72"
15659,"113.47,23.41"
15660,"113.41,23.08"
15661,"113.48,23.07"
15662,"113.86,22.59"
15663,"113.57,23.51"
15664,"113.45,23.36"
15665,"113.57,23.52"
15666,"113.58,22.84"
15667,"114.04,22.61"
15668,"113.68,23.69"
15669,"113.56,23.11"
15670,"114.20,22.68"
15671,"114.38,22.68"
15672,"113.62,23.37"
15673,"113.81,22.77"
15674,"113.68,23.68"
15675,"113.47,22.85"
15676,"114.14,22.55"
15677,"113.30,22.89"
15678,"114.06,22.60"
15679,"113.46,23.28"
15680,"113.37,22.96"
15681,"113.61,23.38"
15682,"113.33,22.93"
15683,"114.30,22.58"
15684,"113.51,23.23"
15685,"114.11,22.58"
15686,"113.92,22.67"
15687,"113.43,23.24"
15688,"113.34,23.48"
15689,"113.92,22.53"
15690,"113.84,22.81"
15691,"113.46,23.03"
15692,"113.85,22.75"
15693,"113.86,22.82"
15694,"113.33,22.90"
15695,"114.23,22.71"
15696,"113.58,23.10"
15697,"113.94,22.76"
15698,"114.51,22.53"
15699,"113.25,23.52"
15700,"113.48,22.78"
15701,"113.18,23.16"
15702,"114.05,22.61"
15703,"113.65,23.66"
15704,"113.92,22.69"
15705,"113.30,23.40"
15706,"114.04,22.67"
15707,"113.31,23.42"
15708,"113.83,22.70"
15709,"113.25,23.09"
15710,"113.30,22.96"
15711,"113.34,23.16"
15712,"113.54,23.42"
15713,"113.85,22.39"
15714,"114.24,22.72"
15715,"113.93,22.67"
15716,"113.87,22.65"
15717,"113.56,23.61"
15718,"113.69,23.18"
15719,"113.95,22.69"
15720,"113.82,23.16"
15721,"113.84,22.70"
15722,"113.83,23.43"
15723,"113.70,23.17"
15724,"114.09,22.69"
15725,"113.55,23.19"
15726,"113.47,22.87"
15727,"113.86,22.54"
15728,"113.63,23.33"
15729,"113.50,22.82"
15730,"113.43,23.64"
15731,"113.36,23.38"
15732,"114.47,22.66"
15733,"113.34,23.20"
15734,"113.21,23.41"
15735,"113.35,22.91"
15736,"114.08,22.68"
15737,"113.82,22.64"
15738,"113.31,23.16"
15739,"114.39,22.77"
15740,"113.81,22.54"
15741,"114.26,22.78"
15742,"113.51,22.88"
15743,"113.33,22.98"
15744,"113.51,22.90"
15745,"113.65,23.19"
