,address,address_lng,address_lat,Subway_number_list,Bus_number_list,University_number_list,Middle_School_number_list
13615,"113.36,22.95",113.36,22.95,1.0,10.0,1.0,5.0
13616,"113.52,23.49",113.52,23.49,1.0,2.0,0.0,0.0
13617,"113.84,22.64",113.84,22.64,1.0,10.0,0.0,2.0
13618,"113.06,23.26",113.06,23.26,0.0,0.0,0.0,0.0
13619,"113.38,23.68",113.38,23.68,0.0,0.0,0.0,0.0
13620,"113.83,22.80",113.83,22.8,0.0,10.0,0.0,0.0
13621,"113.59,23.11",113.59,23.11,0.0,8.0,0.0,2.0
13622,"113.45,23.12",113.45,23.12,0.0,10.0,0.0,0.0
13623,"113.64,23.18",113.64,23.18,0.0,5.0,0.0,0.0
13624,"113.34,23.10",113.34,23.1,2.0,10.0,5.0,8.0
13625,"113.38,23.28",113.38,23.28,0.0,0.0,0.0,0.0
13626,"113.16,23.30",113.16,23.3,0.0,0.0,0.0,0.0
13627,"113.38,23.60",113.38,23.6,0.0,7.0,0.0,0.0
13628,"113.51,23.38",113.51,23.38,1.0,5.0,0.0,0.0
13629,"113.62,23.14",113.62,23.14,1.0,10.0,0.0,0.0
13630,"113.62,22.51",113.62,22.51,0.0,0.0,0.0,0.0
13631,"114.01,22.54",114.01,22.54,1.0,10.0,1.0,4.0
13632,"114.28,22.68",114.28,22.68,0.0,8.0,0.0,0.0
13633,"113.23,23.18",113.23,23.18,0.0,10.0,2.0,2.0
13634,"114.49,22.58",114.49,22.58,0.0,9.0,0.0,0.0
13635,"113.91,22.68",113.91,22.68,0.0,8.0,0.0,0.0
13636,"113.40,23.24",113.4,23.24,0.0,0.0,1.0,0.0
13637,"113.46,23.27",113.46,23.27,0.0,7.0,0.0,0.0
13638,"113.31,23.32",113.31,23.32,0.0,7.0,0.0,1.0
13639,"114.19,22.65",114.19,22.65,1.0,10.0,0.0,2.0
13640,"113.88,23.23",113.88,23.23,0.0,3.0,0.0,0.0
13641,"113.06,23.28",113.06,23.28,0.0,0.0,0.0,0.0
13642,"114.03,22.67",114.03,22.67,0.0,10.0,0.0,4.0
13643,"113.59,23.22",113.59,23.22,0.0,2.0,0.0,0.0
13644,"113.25,23.07",113.25,23.07,2.0,10.0,0.0,1.0
13645,"113.50,22.98",113.5,22.98,0.0,10.0,0.0,2.0
13646,"113.46,23.36",113.46,23.36,0.0,5.0,0.0,0.0
13647,"113.50,22.95",113.5,22.95,0.0,10.0,0.0,0.0
13648,"113.66,23.41",113.66,23.41,0.0,0.0,0.0,0.0
13649,"114.02,23.82",114.02,23.82,0.0,1.0,0.0,0.0
13650,"113.41,23.10",113.41,23.1,0.0,8.0,2.0,1.0
13651,"113.60,23.16",113.6,23.16,0.0,6.0,0.0,0.0
13652,"113.49,23.02",113.49,23.02,0.0,0.0,0.0,0.0
13653,"113.67,22.64",113.67,22.64,0.0,1.0,0.0,0.0
13654,"113.07,23.34",113.07,23.34,0.0,0.0,0.0,0.0
13655,"113.23,23.15",113.23,23.15,0.0,10.0,0.0,2.0
13656,"114.19,22.56",114.19,22.56,0.0,10.0,0.0,0.0
13657,"113.53,22.78",113.53,22.78,0.0,3.0,0.0,0.0
13658,"114.21,22.72",114.21,22.72,0.0,9.0,0.0,0.0
13659,"113.29,23.32",113.29,23.32,0.0,4.0,0.0,0.0
13660,"113.92,22.61",113.92,22.61,0.0,0.0,0.0,0.0
13661,"114.08,22.52",114.08,22.52,0.0,0.0,0.0,0.0
13662,"113.41,23.65",113.41,23.65,0.0,0.0,0.0,0.0
13663,"113.58,22.30",113.58,22.3,0.0,10.0,0.0,2.0
13664,"113.67,23.68",113.67,23.68,0.0,2.0,0.0,0.0
13665,"113.26,23.12",113.26,23.12,2.0,10.0,5.0,10.0
13666,"114.03,22.71",114.03,22.71,0.0,8.0,0.0,0.0
13667,"114.05,22.76",114.05,22.76,0.0,10.0,0.0,0.0
13668,"114.07,22.64",114.07,22.64,2.0,10.0,0.0,2.0
13669,"114.06,22.70",114.06,22.7,0.0,10.0,0.0,1.0
13670,"113.48,23.17",113.48,23.17,1.0,10.0,0.0,0.0
13671,"113.41,23.45",113.41,23.45,0.0,1.0,0.0,0.0
13672,"113.53,23.13",113.53,23.13,0.0,10.0,0.0,0.0
13673,"114.19,22.63",114.19,22.63,0.0,10.0,0.0,0.0
13674,"113.98,23.89",113.98,23.89,0.0,0.0,0.0,0.0
13675,"113.80,22.77",113.8,22.77,0.0,10.0,0.0,0.0
13676,"113.60,23.14",113.6,23.14,0.0,7.0,0.0,1.0
13677,"113.55,23.26",113.55,23.26,0.0,0.0,0.0,0.0
13678,"113.72,23.30",113.72,23.3,0.0,1.0,0.0,0.0
13679,"113.42,23.62",113.42,23.62,0.0,3.0,0.0,0.0
13680,"113.67,22.63",113.67,22.63,0.0,0.0,0.0,0.0
13681,"113.46,23.39",113.46,23.39,0.0,2.0,0.0,0.0
13682,"113.06,23.32",113.06,23.32,0.0,1.0,0.0,0.0
13683,"113.77,22.39",113.77,22.39,0.0,0.0,0.0,0.0
13684,"113.16,23.36",113.16,23.36,0.0,7.0,0.0,1.0
13685,"113.44,23.09",113.44,23.09,0.0,8.0,0.0,3.0
13686,"113.31,22.89",113.31,22.89,0.0,2.0,0.0,0.0
13687,"113.22,23.12",113.22,23.12,1.0,10.0,0.0,4.0
13688,"114.14,22.63",114.14,22.63,0.0,10.0,0.0,1.0
13689,"113.58,23.63",113.58,23.63,0.0,5.0,0.0,0.0
13690,"113.27,23.40",113.27,23.4,0.0,9.0,0.0,0.0
13691,"113.83,22.76",113.83,22.76,1.0,10.0,2.0,1.0
13692,"113.30,23.27",113.3,23.27,0.0,10.0,0.0,3.0
13693,"114.20,22.65",114.2,22.65,1.0,10.0,2.0,4.0
13694,"113.79,22.76",113.79,22.76,0.0,10.0,0.0,0.0
13695,"113.86,22.75",113.86,22.75,0.0,10.0,0.0,0.0
13696,"113.22,23.25",113.22,23.25,0.0,7.0,0.0,0.0
13697,"113.34,23.04",113.34,23.04,0.0,10.0,0.0,2.0
13698,"113.90,23.77",113.9,23.77,0.0,2.0,0.0,0.0
13699,"113.18,23.07",113.18,23.07,0.0,10.0,0.0,0.0
13700,"113.53,23.29",113.53,23.29,0.0,1.0,0.0,0.0
13701,"113.31,23.00",113.31,23.0,1.0,5.0,1.0,0.0
13702,"113.29,23.11",113.29,23.11,1.0,10.0,6.0,6.0
13703,"113.14,23.36",113.14,23.36,0.0,9.0,0.0,0.0
13704,"113.57,23.30",113.57,23.3,0.0,4.0,0.0,0.0
13705,"114.02,22.66",114.02,22.66,2.0,10.0,0.0,5.0
13706,"113.34,23.40",113.34,23.4,0.0,3.0,0.0,0.0
13707,"113.37,23.24",113.37,23.24,0.0,0.0,0.0,0.0
13708,"113.06,23.31",113.06,23.31,0.0,1.0,0.0,0.0
13709,"113.48,23.24",113.48,23.24,0.0,1.0,0.0,0.0
13710,"113.88,22.56",113.88,22.56,2.0,10.0,0.0,5.0
13711,"113.17,23.39",113.17,23.39,1.0,10.0,0.0,0.0
13712,"113.85,22.68",113.85,22.68,0.0,10.0,0.0,0.0
13713,"113.51,23.35",113.51,23.35,0.0,7.0,0.0,0.0
13714,"114.03,22.75",114.03,22.75,0.0,10.0,0.0,0.0
13715,"113.45,22.97",113.45,22.97,0.0,9.0,0.0,0.0
13716,"113.65,23.70",113.65,23.7,0.0,3.0,0.0,0.0
13717,"113.74,23.18",113.74,23.18,0.0,1.0,0.0,0.0
13718,"113.52,23.63",113.52,23.63,0.0,1.0,0.0,0.0
13719,"113.38,23.03",113.38,23.03,1.0,5.0,0.0,0.0
13720,"113.65,23.58",113.65,23.58,0.0,4.0,0.0,0.0
13721,"113.42,23.18",113.42,23.18,0.0,10.0,5.0,5.0
13722,"113.53,23.32",113.53,23.32,0.0,1.0,0.0,0.0
13723,"113.82,22.49",113.82,22.49,0.0,0.0,0.0,0.0
13724,"114.03,22.63",114.03,22.63,1.0,10.0,1.0,3.0
13725,"113.39,22.81",113.39,22.81,0.0,4.0,0.0,0.0
13726,"113.81,23.13",113.81,23.13,0.0,0.0,0.0,1.0
13727,"113.55,22.64",113.55,22.64,0.0,0.0,0.0,0.0
13728,"113.27,23.10",113.27,23.1,4.0,10.0,6.0,8.0
13729,"113.49,23.05",113.49,23.05,0.0,1.0,0.0,0.0
13730,"113.28,23.17",113.28,23.17,0.0,10.0,7.0,7.0
13731,"114.03,22.61",114.03,22.61,1.0,10.0,0.0,1.0
13732,"113.63,22.56",113.63,22.56,0.0,0.0,0.0,0.0
13733,"113.59,22.78",113.59,22.78,0.0,3.0,1.0,2.0
13734,"113.22,23.35",113.22,23.35,0.0,5.0,0.0,1.0
13735,"113.71,23.20",113.71,23.2,0.0,3.0,0.0,0.0
13736,"113.54,23.49",113.54,23.49,0.0,6.0,0.0,2.0
13737,"113.23,23.50",113.23,23.5,0.0,1.0,1.0,0.0
13738,"113.54,22.83",113.54,22.83,0.0,2.0,0.0,0.0
13739,"113.40,22.90",113.4,22.9,0.0,7.0,2.0,0.0
13740,"113.31,23.37",113.31,23.37,1.0,10.0,0.0,1.0
13741,"113.55,22.43",113.55,22.43,0.0,10.0,0.0,0.0
13742,"113.24,23.37",113.24,23.37,0.0,6.0,0.0,1.0
13743,"113.61,23.59",113.61,23.59,0.0,0.0,0.0,0.0
13744,"113.71,23.32",113.71,23.32,0.0,0.0,0.0,0.0
13745,"113.44,22.86",113.44,22.86,0.0,4.0,0.0,0.0
13746,"113.42,22.98",113.42,22.98,0.0,10.0,0.0,0.0
13747,"113.42,23.23",113.42,23.23,0.0,1.0,0.0,0.0
13748,"113.76,23.63",113.76,23.63,0.0,0.0,0.0,0.0
13749,"113.37,23.41",113.37,23.41,0.0,2.0,0.0,0.0
13750,"113.22,23.15",113.22,23.15,1.0,10.0,0.0,4.0
13751,"113.58,23.27",113.58,23.27,0.0,10.0,0.0,1.0
13752,"114.16,22.65",114.16,22.65,0.0,10.0,0.0,0.0
13753,"114.05,22.68",114.05,22.68,0.0,10.0,0.0,0.0
13754,"113.61,23.21",113.61,23.21,0.0,6.0,0.0,1.0
13755,"114.35,22.70",114.35,22.7,0.0,10.0,0.0,1.0
13756,"113.87,22.82",113.87,22.82,0.0,10.0,0.0,0.0
13757,"114.24,22.68",114.24,22.68,1.0,10.0,0.0,0.0
13758,"113.20,23.17",113.2,23.17,1.0,10.0,0.0,1.0
13759,"113.50,23.12",113.5,23.12,0.0,4.0,0.0,0.0
13760,"114.22,22.72",114.22,22.72,0.0,10.0,3.0,4.0
13761,"113.66,22.66",113.66,22.66,0.0,1.0,0.0,0.0
13762,"113.94,22.54",113.94,22.54,1.0,10.0,10.0,3.0
13763,"113.90,22.59",113.9,22.59,0.0,10.0,0.0,3.0
13764,"113.35,23.38",113.35,23.38,0.0,4.0,0.0,0.0
13765,"114.03,22.60",114.03,22.6,0.0,9.0,0.0,0.0
13766,"114.29,22.70",114.29,22.7,0.0,10.0,0.0,0.0
13767,"113.29,23.38",113.29,23.38,0.0,1.0,0.0,0.0
13768,"113.73,22.66",113.73,22.66,0.0,0.0,0.0,0.0
13769,"113.39,23.73",113.39,23.73,0.0,0.0,0.0,0.0
13770,"113.43,23.20",113.43,23.2,1.0,10.0,0.0,1.0
13771,"114.15,22.55",114.15,22.55,2.0,10.0,1.0,3.0
13772,"113.84,22.71",113.84,22.71,0.0,10.0,1.0,0.0
13773,"113.30,23.15",113.3,23.15,2.0,10.0,4.0,3.0
13774,"113.45,22.93",113.45,22.93,0.0,4.0,0.0,0.0
13775,"113.30,23.33",113.3,23.33,0.0,10.0,0.0,2.0
13776,"113.85,22.79",113.85,22.79,0.0,10.0,0.0,0.0
13777,"113.27,23.04",113.27,23.04,0.0,10.0,0.0,0.0
13778,"113.25,23.18",113.25,23.18,0.0,10.0,1.0,7.0
13779,"113.55,23.12",113.55,23.12,0.0,10.0,1.0,1.0
13780,"113.84,22.79",113.84,22.79,0.0,10.0,0.0,0.0
13781,"113.51,23.11",113.51,23.11,0.0,2.0,0.0,0.0
13782,"114.02,22.67",114.02,22.67,0.0,10.0,0.0,4.0
13783,"113.57,23.57",113.57,23.57,0.0,4.0,0.0,1.0
13784,"113.41,22.99",113.41,22.99,0.0,10.0,0.0,0.0
13785,"113.29,23.54",113.29,23.54,0.0,0.0,0.0,0.0
13786,"113.65,22.70",113.65,22.7,0.0,3.0,0.0,0.0
13787,"113.70,23.69",113.7,23.69,0.0,1.0,0.0,0.0
13788,"114.38,22.74",114.38,22.74,0.0,10.0,0.0,1.0
13789,"114.10,22.58",114.1,22.58,2.0,10.0,0.0,1.0
13790,"113.40,23.07",113.4,23.07,1.0,10.0,10.0,0.0
13791,"113.53,23.08",113.53,23.08,0.0,10.0,0.0,1.0
13792,"113.85,22.57",113.85,22.57,0.0,5.0,0.0,0.0
13793,"114.39,22.69",114.39,22.69,0.0,10.0,0.0,0.0
13794,"113.18,23.38",113.18,23.38,1.0,10.0,0.0,1.0
13795,"113.49,22.80",113.49,22.8,0.0,3.0,0.0,0.0
13796,"113.51,22.76",113.51,22.76,0.0,3.0,0.0,0.0
13797,"113.60,23.21",113.6,23.21,0.0,5.0,0.0,1.0
13798,"113.46,23.31",113.46,23.31,0.0,2.0,0.0,0.0
13799,"113.85,22.62",113.85,22.62,0.0,10.0,0.0,1.0
13800,"113.53,23.09",113.53,23.09,1.0,9.0,0.0,2.0
13801,"113.77,22.68",113.77,22.68,0.0,0.0,0.0,0.0
13802,"113.61,23.19",113.61,23.19,0.0,5.0,0.0,0.0
13803,"114.56,22.50",114.56,22.5,0.0,0.0,0.0,0.0
13804,"113.24,23.33",113.24,23.33,0.0,5.0,0.0,0.0
13805,"114.22,22.67",114.22,22.67,1.0,10.0,0.0,0.0
13806,"113.92,22.83",113.92,22.83,0.0,0.0,0.0,0.0
13807,"113.46,23.42",113.46,23.42,0.0,1.0,0.0,0.0
13808,"114.08,22.66",114.08,22.66,0.0,10.0,1.0,1.0
13809,"113.55,23.52",113.55,23.52,0.0,0.0,0.0,0.0
13810,"113.79,23.45",113.79,23.45,0.0,0.0,0.0,0.0
13811,"113.31,23.07",113.31,23.07,3.0,10.0,0.0,3.0
13812,"113.35,22.89",113.35,22.89,0.0,10.0,0.0,0.0
13813,"113.34,23.17",113.34,23.17,1.0,10.0,10.0,10.0
13814,"113.88,22.82",113.88,22.82,0.0,10.0,0.0,0.0
13815,"113.57,23.59",113.57,23.59,0.0,1.0,0.0,0.0
13816,"113.52,23.48",113.52,23.48,1.0,2.0,0.0,0.0
13817,"113.88,22.68",113.88,22.68,0.0,3.0,0.0,0.0
13818,"113.56,22.38",113.56,22.38,0.0,5.0,1.0,0.0
13819,"113.39,23.23",113.39,23.23,0.0,4.0,2.0,1.0
13820,"113.44,22.89",113.44,22.89,0.0,6.0,0.0,0.0
13821,"113.21,23.15",113.21,23.15,0.0,10.0,0.0,0.0
13822,"113.47,23.18",113.47,23.18,2.0,10.0,0.0,1.0
13823,"113.54,22.91",113.54,22.91,0.0,3.0,0.0,0.0
13824,"113.52,22.98",113.52,22.98,0.0,1.0,0.0,0.0
13825,"114.32,22.73",114.32,22.73,0.0,10.0,0.0,0.0
13826,"113.66,23.61",113.66,23.61,0.0,1.0,0.0,0.0
13827,"113.40,23.65",113.4,23.65,0.0,0.0,0.0,0.0
13828,"113.32,23.19",113.32,23.19,1.0,3.0,1.0,0.0
13829,"114.28,22.71",114.28,22.71,0.0,10.0,0.0,1.0
13830,"113.83,22.67",113.83,22.67,0.0,10.0,0.0,3.0
13831,"113.49,22.82",113.49,22.82,0.0,3.0,0.0,0.0
13832,"113.81,23.19",113.81,23.19,0.0,1.0,0.0,0.0
13833,"113.24,23.15",113.24,23.15,2.0,10.0,0.0,5.0
13834,"113.44,22.99",113.44,22.99,0.0,10.0,0.0,0.0
13835,"113.01,23.37",113.01,23.37,0.0,1.0,0.0,0.0
13836,"113.20,23.38",113.2,23.38,1.0,10.0,2.0,2.0
13837,"113.83,22.74",113.83,22.74,1.0,10.0,0.0,2.0
13838,"113.22,23.18",113.22,23.18,0.0,10.0,1.0,3.0
13839,"113.21,23.37",113.21,23.37,0.0,10.0,2.0,4.0
13840,"113.58,23.14",113.58,23.14,0.0,5.0,0.0,1.0
13841,"114.03,22.73",114.03,22.73,0.0,10.0,0.0,2.0
13842,"113.21,23.43",113.21,23.43,0.0,10.0,1.0,0.0
13843,"113.20,23.20",113.2,23.2,0.0,10.0,0.0,0.0
13844,"113.18,23.08",113.18,23.08,0.0,10.0,0.0,0.0
13845,"113.38,23.05",113.38,23.05,0.0,10.0,10.0,0.0
13846,"113.36,23.40",113.36,23.4,0.0,5.0,0.0,1.0
13847,"113.32,23.46",113.32,23.46,0.0,0.0,0.0,0.0
13848,"113.41,23.25",113.41,23.25,0.0,0.0,0.0,0.0
13849,"113.63,23.64",113.63,23.64,0.0,1.0,0.0,0.0
13850,"113.60,22.66",113.6,22.66,0.0,5.0,0.0,0.0
13851,"113.83,22.58",113.83,22.58,0.0,0.0,0.0,0.0
13852,"113.78,22.70",113.78,22.7,0.0,2.0,0.0,0.0
13853,"114.39,22.74",114.39,22.74,0.0,10.0,0.0,1.0
13854,"113.84,23.42",113.84,23.42,0.0,1.0,0.0,0.0
13855,"113.40,22.96",113.4,22.96,0.0,10.0,0.0,3.0
13856,"114.14,22.58",114.14,22.58,4.0,10.0,0.0,2.0
13857,"113.37,23.12",113.37,23.12,1.0,10.0,1.0,3.0
13858,"113.34,23.25",113.34,23.25,0.0,0.0,0.0,0.0
13859,"113.26,23.25",113.26,23.25,0.0,10.0,1.0,2.0
13860,"114.44,22.57",114.44,22.57,0.0,0.0,0.0,0.0
13861,"113.40,23.15",113.4,23.15,0.0,10.0,0.0,2.0
13862,"113.79,22.66",113.79,22.66,0.0,0.0,0.0,0.0
13863,"113.36,23.28",113.36,23.28,0.0,8.0,0.0,1.0
13864,"113.77,22.66",113.77,22.66,0.0,0.0,0.0,0.0
13865,"113.36,22.78",113.36,22.78,0.0,5.0,0.0,0.0
13866,"113.83,23.22",113.83,23.22,0.0,4.0,0.0,0.0
13867,"114.07,22.53",114.07,22.53,3.0,10.0,2.0,2.0
13868,"113.35,22.98",113.35,22.98,0.0,10.0,2.0,1.0
13869,"113.53,22.95",113.53,22.95,0.0,0.0,0.0,0.0
13870,"113.77,23.68",113.77,23.68,0.0,4.0,0.0,0.0
13871,"114.03,22.70",114.03,22.7,0.0,9.0,0.0,0.0
13872,"113.43,23.09",113.43,23.09,0.0,10.0,0.0,3.0
13873,"113.86,22.55",113.86,22.55,0.0,8.0,0.0,0.0
13874,"114.22,22.61",114.22,22.61,0.0,7.0,0.0,0.0
13875,"114.38,22.71",114.38,22.71,0.0,10.0,0.0,0.0
13876,"114.50,22.64",114.5,22.64,0.0,1.0,0.0,0.0
13877,"113.42,23.63",113.42,23.63,0.0,4.0,0.0,1.0
13878,"113.69,23.52",113.69,23.52,0.0,2.0,0.0,0.0
13879,"113.37,23.19",113.37,23.19,1.0,10.0,1.0,2.0
13880,"113.33,23.08",113.33,23.08,1.0,10.0,0.0,0.0
13881,"114.41,22.66",114.41,22.66,0.0,6.0,0.0,0.0
13882,"113.58,23.30",113.58,23.3,1.0,9.0,0.0,0.0
13883,"113.55,23.23",113.55,23.23,0.0,0.0,0.0,0.0
13884,"113.34,23.37",113.34,23.37,0.0,0.0,0.0,0.0
13885,"113.27,22.98",113.27,22.98,0.0,3.0,0.0,3.0
13886,"113.86,22.57",113.86,22.57,0.0,10.0,1.0,1.0
13887,"113.73,23.28",113.73,23.28,0.0,4.0,1.0,0.0
13888,"114.40,22.61",114.4,22.61,0.0,3.0,0.0,0.0
13889,"113.89,22.76",113.89,22.76,0.0,4.0,0.0,0.0
13890,"113.97,22.60",113.97,22.6,1.0,10.0,10.0,1.0
13891,"113.29,23.22",113.29,23.22,2.0,10.0,0.0,2.0
13892,"113.37,22.88",113.37,22.88,0.0,7.0,0.0,0.0
13893,"113.33,23.15",113.33,23.15,3.0,10.0,5.0,1.0
13894,"113.37,22.91",113.37,22.91,0.0,10.0,0.0,3.0
13895,"113.16,23.43",113.16,23.43,0.0,0.0,0.0,0.0
13896,"113.54,23.08",113.54,23.08,0.0,10.0,0.0,1.0
13897,"113.47,23.05",113.47,23.05,0.0,6.0,0.0,0.0
13898,"113.20,23.42",113.2,23.42,0.0,6.0,2.0,1.0
13899,"113.90,22.68",113.9,22.68,0.0,10.0,0.0,0.0
13900,"113.89,22.79",113.89,22.79,0.0,10.0,1.0,0.0
13901,"113.56,22.80",113.56,22.8,0.0,10.0,0.0,0.0
13902,"113.62,23.17",113.62,23.17,0.0,2.0,0.0,0.0
13903,"113.75,23.57",113.75,23.57,0.0,0.0,0.0,0.0
13904,"113.46,22.81",113.46,22.81,0.0,1.0,0.0,0.0
13905,"113.73,23.58",113.73,23.58,0.0,3.0,0.0,0.0
13906,"113.51,23.59",113.51,23.59,0.0,10.0,0.0,2.0
13907,"113.50,23.09",113.5,23.09,1.0,6.0,0.0,2.0
13908,"113.93,22.77",113.93,22.77,0.0,10.0,0.0,2.0
13909,"113.22,23.29",113.22,23.29,0.0,10.0,1.0,0.0
13910,"113.36,23.31",113.36,23.31,1.0,10.0,0.0,1.0
13911,"113.31,23.22",113.31,23.22,2.0,10.0,0.0,0.0
13912,"113.36,23.04",113.36,23.04,0.0,4.0,0.0,0.0
13913,"113.57,23.26",113.57,23.26,0.0,0.0,0.0,0.0
13914,"113.74,23.46",113.74,23.46,0.0,0.0,0.0,0.0
13915,"113.69,23.70",113.69,23.7,0.0,0.0,0.0,0.0
13916,"113.94,23.80",113.94,23.8,0.0,0.0,0.0,0.0
13917,"113.65,23.63",113.65,23.63,0.0,7.0,0.0,0.0
13918,"114.00,23.87",114.0,23.87,0.0,0.0,0.0,0.0
13919,"113.35,22.96",113.35,22.96,0.0,10.0,0.0,2.0
13920,"114.23,22.59",114.23,22.59,0.0,0.0,0.0,0.0
13921,"113.31,23.01",113.31,23.01,0.0,10.0,0.0,0.0
13922,"113.43,23.05",113.43,23.05,0.0,6.0,5.0,1.0
13923,"113.32,22.94",113.32,22.94,0.0,8.0,0.0,0.0
13924,"113.69,23.19",113.69,23.19,0.0,2.0,0.0,0.0
13925,"114.09,22.60",114.09,22.6,0.0,0.0,0.0,0.0
13926,"113.26,22.99",113.26,22.99,0.0,3.0,0.0,1.0
13927,"113.32,22.97",113.32,22.97,0.0,10.0,0.0,0.0
13928,"114.13,22.57",114.13,22.57,3.0,10.0,0.0,1.0
13929,"114.03,22.68",114.03,22.68,0.0,10.0,0.0,1.0
13930,"113.75,23.69",113.75,23.69,0.0,2.0,0.0,0.0
13931,"114.26,22.76",114.26,22.76,0.0,10.0,0.0,0.0
13932,"113.87,22.54",113.87,22.54,0.0,1.0,0.0,0.0
13933,"113.41,23.42",113.41,23.42,0.0,1.0,0.0,0.0
13934,"114.55,22.56",114.55,22.56,0.0,4.0,0.0,0.0
13935,"113.56,22.84",113.56,22.84,0.0,0.0,0.0,0.0
13936,"113.83,23.39",113.83,23.39,0.0,3.0,0.0,0.0
13937,"113.98,22.70",113.98,22.7,0.0,10.0,0.0,0.0
13938,"113.42,22.86",113.42,22.86,0.0,1.0,0.0,0.0
13939,"113.87,22.50",113.87,22.5,0.0,1.0,0.0,0.0
13940,"113.93,22.59",113.93,22.59,1.0,10.0,0.0,0.0
13941,"114.31,22.73",114.31,22.73,0.0,10.0,0.0,0.0
13942,"113.38,22.78",113.38,22.78,0.0,3.0,0.0,0.0
13943,"113.26,23.07",113.26,23.07,0.0,10.0,0.0,1.0
13944,"113.95,22.79",113.95,22.79,0.0,10.0,0.0,1.0
13945,"113.85,23.37",113.85,23.37,0.0,1.0,0.0,0.0
13946,"113.79,23.30",113.79,23.3,0.0,2.0,0.0,1.0
13947,"113.63,23.30",113.63,23.3,0.0,9.0,0.0,1.0
13948,"113.59,22.69",113.59,22.69,0.0,1.0,0.0,0.0
13949,"113.68,23.62",113.68,23.62,0.0,1.0,0.0,1.0
13950,"113.03,23.32",113.03,23.32,0.0,5.0,0.0,0.0
13951,"113.45,23.24",113.45,23.24,0.0,1.0,0.0,0.0
13952,"114.44,22.59",114.44,22.59,0.0,1.0,0.0,0.0
13953,"113.65,23.25",113.65,23.25,0.0,1.0,0.0,0.0
13954,"113.94,22.68",113.94,22.68,0.0,10.0,0.0,4.0
13955,"113.10,23.38",113.1,23.38,0.0,1.0,0.0,1.0
13956,"114.23,22.70",114.23,22.7,1.0,10.0,4.0,2.0
13957,"114.51,22.65",114.51,22.65,0.0,2.0,0.0,0.0
13958,"113.27,23.24",113.27,23.24,0.0,10.0,2.0,2.0
13959,"113.04,23.31",113.04,23.31,0.0,0.0,0.0,0.0
13960,"113.28,22.98",113.28,22.98,0.0,3.0,0.0,2.0
13961,"114.20,22.66",114.2,22.66,0.0,10.0,0.0,2.0
13962,"113.33,23.00",113.33,23.0,2.0,10.0,0.0,1.0
13963,"113.44,22.81",113.44,22.81,0.0,3.0,0.0,0.0
13964,"113.65,23.16",113.65,23.16,0.0,8.0,0.0,1.0
13965,"113.20,23.26",113.2,23.26,0.0,0.0,0.0,0.0
13966,"114.33,22.60",114.33,22.6,0.0,4.0,0.0,0.0
13967,"113.28,23.31",113.28,23.31,0.0,5.0,0.0,0.0
13968,"113.64,23.14",113.64,23.14,1.0,7.0,0.0,0.0
13969,"114.53,22.56",114.53,22.56,0.0,2.0,0.0,0.0
13970,"114.22,22.70",114.22,22.7,0.0,10.0,10.0,4.0
13971,"114.52,22.49",114.52,22.49,0.0,0.0,0.0,0.0
13972,"113.18,23.47",113.18,23.47,0.0,10.0,0.0,2.0
13973,"113.69,23.17",113.69,23.17,0.0,3.0,0.0,0.0
13974,"113.48,23.45",113.48,23.45,0.0,0.0,0.0,1.0
13975,"113.23,23.40",113.23,23.4,2.0,10.0,0.0,1.0
13976,"113.27,23.37",113.27,23.37,1.0,6.0,0.0,1.0
13977,"113.41,23.70",113.41,23.7,0.0,0.0,0.0,0.0
13978,"113.02,23.46",113.02,23.46,0.0,5.0,0.0,0.0
13979,"114.40,22.74",114.4,22.74,0.0,10.0,0.0,1.0
13980,"113.69,23.58",113.69,23.58,0.0,4.0,0.0,1.0
13981,"113.47,23.48",113.47,23.48,0.0,0.0,0.0,0.0
13982,"113.86,22.81",113.86,22.81,0.0,10.0,0.0,1.0
13983,"113.67,23.15",113.67,23.15,0.0,1.0,0.0,0.0
13984,"113.85,22.64",113.85,22.64,1.0,10.0,0.0,2.0
13985,"113.73,23.62",113.73,23.62,0.0,4.0,0.0,0.0
13986,"113.37,23.01",113.37,23.01,0.0,4.0,0.0,0.0
13987,"113.41,23.11",113.41,23.11,1.0,10.0,0.0,0.0
13988,"114.08,22.59",114.08,22.59,0.0,3.0,0.0,0.0
13989,"113.17,23.37",113.17,23.37,0.0,2.0,1.0,3.0
13990,"113.33,23.35",113.33,23.35,0.0,1.0,0.0,0.0
13991,"113.93,22.78",113.93,22.78,0.0,10.0,0.0,2.0
13992,"114.24,22.69",114.24,22.69,1.0,10.0,0.0,0.0
13993,"113.49,23.60",113.49,23.6,0.0,0.0,0.0,0.0
13994,"113.55,22.75",113.55,22.75,0.0,2.0,0.0,0.0
13995,"113.60,22.79",113.6,22.79,0.0,3.0,0.0,0.0
13996,"113.31,23.26",113.31,23.26,0.0,10.0,2.0,1.0
13997,"113.22,23.23",113.22,23.23,0.0,10.0,1.0,0.0
13998,"114.12,22.68",114.12,22.68,0.0,10.0,1.0,0.0
13999,"113.43,22.84",113.43,22.84,0.0,3.0,0.0,0.0
14000,"113.38,23.46",113.38,23.46,0.0,0.0,0.0,0.0
14001,"113.70,23.70",113.7,23.7,0.0,0.0,0.0,0.0
